OBJECTID,BPID,Miles,Network,Bikeway,Street,From_,To_,Shape_Leng,Install_Date,Region,Bikeway_Type
574,3203,0.9, ,Lane,Riverside Dr,Agnes Ave,Farmdale Ave,4294.21564534,2013-12-26T00:00:00.000Z,,Bike Lane
575,3204,0.7, ,Lane,F St,Wilmington Bl,Broad Ave,3963.25665039,2014-01-15T00:00:00.000Z,,Bike Lane
576,3205,0.5, ,Lane,Virgil Ave,Santa Monica Bl,Melrose Ave,2655.39036852,2014-01-17T00:00:00.000Z,,Bike Lane
577,3206,0.7, ,Lane,Grand Ave,30th St,Washington Bl,3867.59289244,2013-12-15T00:00:00.000Z,,Bike Lane
578,3207,0.2, ,Lane,Lassen St,Lindley Ave,Zelzah Ave,1246.81767022,2014-01-15T00:00:00.000Z,,Bike Lane
579,3209,0.4, ,Lane,Lindley Ave (S/B Only),Lassen St,Halsted St,1981.50669386,2014-04-28T00:00:00.000Z,,Bike Lane
580,3210,2.9, ,Lane,Foothill Bl,Balboa Bl,500' W/O Bledsoe St,12600.4980764,2014-06-18T00:00:00.000Z,,Bike Lane
581,3211,0.7, ,Lane,York Bl,Figueroa St,Arroyo Verde Rd (S Pasadena City Limit),2716.1024572,2014-04-13T00:00:00.000Z,,Bike Lane
582,3212,0.6, ,Lane,Century Bl,Success Ave,Wilmington Ave,4754.23850033,2014-05-20T00:00:00.000Z,,Bike Lane
583,3213,0.4, ,Lane,Jefferson Bl,Holdrege Ave,National Bl,2599.13839443,2014-05-27T00:00:00.000Z,,Bike Lane
584,3214,1, ,Lane,San Vicente Bl,Beverly Bl,Burton Wy (E/B) Wilshire Bl (W/B),7034.46217226,2014-03-10T00:00:00.000Z,,Bike Lane
585,3215,0.6, ,Lane,Banning Bl,Anaheim St,M St,3229.08308565,2014-04-14T00:00:00.000Z,,Bike Lane
586,3216,0.8, ,Lane,West Bl,Slauson Ave,68th St.,4416.51156989,2014-05-20T00:00:00.000Z,,Bike Lane
587,3217,0.7, ,Lane,Moorpark St,Van Nuys Bl,Colbath Ave,3743.39592252,2014-06-17T00:00:00.000Z,,Bike Lane
588,3222,0.2, ,Lane,San Vicente Bl,Redondo Bl,La Brea Ave,2418.6582467,2014-03-09T00:00:00.000Z,,Bike Lane
589,3224,1.6, ,Lane,G St,Wilmington Bl,Watson Ave,8321.51370628,2014-04-14T00:00:00.000Z,,Bike Lane
590,3228,0.3, ,Lane,Wilmington Ave,Century Bl,104th St,1511.45878227,2014-05-20T00:00:00.000Z,,Bike Lane
591,3231,0.8, ,Lane,McDonald Ave,Denni St,C St,4468.02399223,2014-04-14T00:00:00.000Z,,Bike Lane
592,3232,0.7, ,Lane,Lakme Av,M St,G St,3758.12812132,2014-04-14T00:00:00.000Z,,Bike Lane
593,3233,0.4, ,Lane,Denni St,Fries Ave,Banning Bl,2109.29330594,2014-04-14T00:00:00.000Z,,Bike Lane
594,3235,0.3, ,Lane,Loyola Bl,Westchester Pkwy,Lincoln Bl,1801.43914086,2014-05-20T00:00:00.000Z,,Bike Lane
595,3238,0.2, ,Lane,Valley Vista Bl,Woodvale Rd,Sherman Oaks Ave,1315.31160231,2014-04-09T00:00:00.000Z,,Bike Lane
596,3305,1.7, ,Lane,48th St,Crenshaw Bl,Normandie Av,9208.044135,2014-03-13T00:00:00.000Z,,Bike Lane
597,3307,0.06, ,Sharrowed Route,Riverside Dr,Agnes Ave,Laurel Canyon Bl,335.00928052,2013-12-26T00:00:00.000Z,,Sharrowed Bike Route
598,3328,0.5, ,Sharrowed Route,19th St.,Gaffey St.,Crescent Ave.,2577.57082233,2014-03-07T00:00:00.000Z,,Sharrowed Bike Route
599,3329,0.4, ,Sharrowed Route,19th St.,Western Ave.,Walker Ave.,2378.49223953,2014-03-12T00:00:00.000Z,,Sharrowed Bike Route
600,3330,1.1, ,Sharrowed Route,13th St.,Alma St.,Beacon St.,5627.51828556,2014-03-09T00:00:00.000Z,,Sharrowed Bike Route
601,3331,0.1, ,Sharrowed Route,Cabrillo Ave.,12th St.,14th St.,660.21560289,2014-03-09T00:00:00.000Z,,Sharrowed Bike Route
602,3332,0.7, ,Sharrowed Route,9th St.,Gaffey St.,Beacon St.,3616.2512887,2014-03-09T00:00:00.000Z,,Sharrowed Bike Route
603,3333,0.1, ,Sharrowed Route,Emily St.,Paseo Del Mar,37th St.,484.79174309,2014-03-23T00:00:00.000Z,,Sharrowed Bike Route
604,3334,0.1, ,Sharrowed Route,37th St.,Emily St.,Alma St.,150.02237361,2014-03-23T00:00:00.000Z,,Sharrowed Bike Route
605,3335,1.1, ,Sharrowed Route,Alma St.,37th,17th,5970.70478594,2014-02-09T00:00:00.000Z,,Sharrowed Bike Route
606,3336,0.4, ,Sharrowed Route,26 th St.,Alma St.,Patton Ave.,2014.37008854,2014-03-23T00:00:00.000Z,,Sharrowed Bike Route
607,3337,0.1, ,Sharrowed Route,Patton Ave.,26th St.,25th St.,284.89031395,2014-03-23T00:00:00.000Z,,Sharrowed Bike Route
608,3338,1, ,Sharrowed Route,108th St.,Figueroa St.,Avalon Blvd.,5287.60750225,2014-03-05T00:00:00.000Z,,Sharrowed Bike Route
609,3339,0.1, ,Sharrowed Route,Silver Lake Blvd.,Reservoir St.,Sunset Blvd.,337.15654005,2014-02-21T00:00:00.000Z,,Sharrowed Bike Route
610,3340,0.4, ,Sharrowed Route,Rampart Blvd.,Hoover,6th St.,1917.80227781,2014-04-14T00:00:00.000Z,,Sharrowed Bike Route
611,3341,0.1, ,Sharrowed Route,Manzanita St.,Sunset Blvd.,Santa Monica Blvd.,306.96740219,2014-02-21T00:00:00.000Z,,Sharrowed Bike Route
612,3342,0.1, ,Sharrowed Route,Santa Monica Blvd.,Sunset Blvd.,Manzanita St.,386.21207356,2014-02-21T00:00:00.000Z,,Sharrowed Bike Route
613,3343,0.5, ,Sharrowed Route,30th St.,Grand Ave.,University Ave.,2576.35118382,2014-02-22T00:00:00.000Z,,Sharrowed Bike Route
614,3344,2.3, ,Sharrowed Route,76th St.,Crenshaw Blvd.,Vermont Ave.,12529.01485,2014-05-16T00:00:00.000Z,,Sharrowed Bike Route
615,3345,2, ,Sharrowed Route,79th St.,Vermont Ave.,Central Ave.,10760.8959464,2014-05-16T00:00:00.000Z,,Sharrowed Bike Route
616,3346,2, ,Sharrowed Route,San Pedro St.,Vernon Ave.,Florence Ave.,10710.2239111,2014-04-14T00:00:00.000Z,,Sharrowed Bike Route
617,3348,0.2, ,Sharrowed Route,4th St.,Cochran Ave.,La Brea Ave.,970.18422847,2014-05-01T00:00:00.000Z,,Sharrowed Bike Route
618,3350,0.5, ,Lane,Canoga Ave.,Chatsworth St.,Devonshire St.,2642.17068189,2014-02-22T00:00:00.000Z,,Bike Lane
619,3351,0.6, ,Lane,Sesnon Blvd.,Neon Wy.,Meadowlark Ave.,2985.89512145,2014-04-07T00:00:00.000Z,,Bike Lane
620,3352,0.5, ,Sharrowed Route,Sesnon Blvd.,Meadowlark Ave.,Constable Ave.,2313.25086605,2014-04-07T00:00:00.000Z,,Sharrowed Bike Route
621,3353,0.2, ,Lane,Sesnon Blvd.,Constable Ave.,Balboa Blvd.,1000.46924458,2014-04-07T00:00:00.000Z,,Bike Lane
622,3355,0.4, ,Sharrowed Route,Califa St.,Canoga Ave.,De Soto Ave.,2316.2996101,2014-05-27T00:00:00.000Z,,Sharrowed Bike Route
623,3356,0.5, ,Lane,Califa St.,Topanga Canyon Blvd.,Canoga Ave.,2332.80258766,2014-05-27T00:00:00.000Z,,Bike Lane
624,3357,0.8,Backbone,Route,Figueroa St.,M St.,Lomita Blvd.,3625.58438881,2005-01-01T00:00:00.000Z,,Bike Route
625,3358,0.7, ,Lane,Grand Ave.,30th St.,39th St.,3867.28555551,2014-05-20T00:00:00.000Z,,Bike Lane
626,3359,0.4, ,Lane,1st St.,Vermont Ave.,Commonwealth Ave.,1899.46200838,2014-04-28T00:00:00.000Z,,Bike Lane
627,3360,0.9, ,Lane,Chase St.,Van Nuys Blvd.,Snowden Ave.,5026.57951801,2014-04-28T00:00:00.000Z,,Bike Lane
628,3370,0.3, ,Sharrowed Route,Woodman Ave.,Chandler Bl,Burbank Bl,1376.30062843,2014-02-20T00:00:00.000Z,,Sharrowed Bike Route
629,3371,0.8, ,Sharrowed Route,Mulholland Dr.,JEO Flamingo St.,Topanga Canyon Blvd.,4374.07424757,2014-02-20T00:00:00.000Z,,Sharrowed Bike Route
630,3372,0.1, ,Sharrowed Route,Miranda St.,Capistrano Ave.,Shoup Ave.,655.75646997,2014-02-20T00:00:00.000Z,,Sharrowed Bike Route
631,3373,1.6, ,Sharrowed Route,Hatteras St.,Platt Ave.,Capistrano Ave.,7989.36084888,2014-02-18T00:00:00.000Z,,Sharrowed Bike Route
632,3374,0.6, ,Sharrowed Route,Riverside Dr.,Los Feliz Blvd.,Glendale Blvd.,3047.82154327,2014-04-06T00:00:00.000Z,,Sharrowed Bike Route
633,3375,3.2, ,Route,Riverside Dr.,Glendale Blvd.,San Fernando Rd.,17682.1130757,2005-01-01T00:00:00.000Z,,Bike Route
634,3376,0.2, ,Sharrowed Route,Mosher Ave.,Ave. 43,Montecito Hgts. Rec. Ctr.,948.39734386,2014-04-10T00:00:00.000Z,,Sharrowed Bike Route
635,3377,0.3, ,Sharrowed Route,Ave. 43,Griffin Ave.,Figueroa St.,1632.66436769,2014-05-16T00:00:00.000Z,,Sharrowed Bike Route
636,3378,0.3, ,Sharrowed Route,San Vicente Blvd.,Bringham Ave.,Wilshire Blvd.,1331.12079672,2014-05-01T00:00:00.000Z,,Sharrowed Bike Route
637,3379,0.4, ,Sharrowed Route,Federal Ave.,Wilshire Bl,Ohio Ave,2337.34424933,2014-05-01T00:00:00.000Z,,Sharrowed Bike Route
638,3380,0.3, ,Sharrowed Route,Ocean Park Blvd.,Centinela Av,Westgate Av,1518.76604593,2014-05-01T00:00:00.000Z,,Sharrowed Bike Route
639,3381,0.1, ,Sharrowed Route,Gateway Blvd.,Westgate Av,Granville Av,365.12803561,2014-05-01T00:00:00.000Z,,Sharrowed Bike Route
640,3382,0.6, ,Sharrowed Route,Texas Ave.,Westgate Av,Centinela Av,3031.96469276,2014-05-01T00:00:00.000Z,,Sharrowed Bike Route
641,3383,0.4,Backbone,Route,Figueroa St.,Harry Bridges Bl,F St.,2258.77142784,2005-01-01T00:00:00.000Z,,Bike Route
642,3384,0.8, ,Lane,Figueroa St.,F St.,M St.,4469.53708312,2014-06-17T00:00:00.000Z,,Bike Lane
643,3385,0.3, ,Lane,Venice Wy,Pacific Av.,S. Venice Blvd,2112.7497013,2014-07-02T00:00:00.000Z,,Bike Lane
644,3386,0.6, ,Lane,Riverside Dr.,Glendale Blvd.,Fletcher Drive,3147.51948196,2014-07-06T00:00:00.000Z,,Bike Lane
645,3387,0.2, ,Sharrowed Route,Westgate Ave.,Ohio Av,Texas Av,1229.14333554,2014-05-01T00:00:00.000Z,,Sharrowed Bike Route
646,3388,0.4, ,Lane,Pacific Ave,22nd St,15th St,2310.56345506,2014-08-06T00:00:00.000Z,,Bike Lane
647,3389,0.7, ,Lane,Vineland Avenue,Ventura Blvd,Moorpark St (N/B),7240.0655216,2014-07-17T00:00:00.000Z,,Bike Lane
648,3390,1.2, ,Sharrowed Route,Broadway,11th St,3rd St,5300.93748442,2014-08-09T00:00:00.000Z,,Sharrowed Bike Route
649,3391,0.5, ,Lane,Quay Avenue,Harry Bridges Blvd,G St,2643.64609959,2014-08-25T00:00:00.000Z,,Bike Lane
650,3392,0.3, ,Lane,C Street,Broad Ave,Lecouvreur Ave,1585.62444012,2014-08-25T00:00:00.000Z,,Bike Lane
651,3393,0.4, ,Lane,Van Ness Avenue,Manchester Ave,81st St,2006.63736025,2014-08-25T00:00:00.000Z,,Bike Lane
652,3394,0.5,Green,Path,LA River Bike Path West Valley Segment P2,Mason Ave,Winnetka Ave,3030.41183117,2014-08-28T00:00:00.000Z,,Bike Path
653,3395,0.5, ,Lane,Fairfax Ave.,Fountain Ave,Hollywood Blvd,2494.82845268,2014-09-07T00:00:00.000Z,,Bike Lane
654,3396,0.3, ,Lane,Union Ave.,Temple St,Beverly Blvd,1663.26898958,2014-09-15T00:00:00.000Z,,Bike Lane
655,3397,1, ,Lane,Manchester Ave,Sepulveda Blvd,Osage Ave,10569.4265307,2014-09-06T00:00:00.000Z,,Bike Lane
656,3398,0.5, ,Lane,Oxford St,Beverly Blvd,3rd St,2650.91036599,2014-09-13T00:00:00.000Z,,Bike Lane
657,3399,0.4, ,Lane,Woodlake Avenue,Roscoe Blvd,DE N/O Chase St,2111.79615408,2014-10-20T00:00:00.000Z,,Bike Lane
658,3400,0.8, ,Lane,Mason Avenue,Celtic St,Devonshire St,5100.88524655,2014-10-01T00:00:00.000Z,,Bike Lane
659,3401,0.2, ,Lane,11th Street,Hoover St,Alvarado St,1176.6999735,2014-10-29T00:00:00.000Z,,Bike Lane
660,3402,2.8, ,Path,San Fernando Rd Bike Path Phase 2,Fox St,Branford St,14996.4497121,2014-10-02T00:00:00.000Z,,Bike Path
661,3403,0.3, ,Lane,M St.,Broad Ave,Eubank Ave,1652.13742802,2015-02-21T00:00:00.000Z,,Bike Lane
662,3404,1, ,Lane,Venice Blvd,Lafayette Rd (W/B)/Crenshaw Blvd (E/B),Arlington Ave,5070.47589903,2015-03-01T00:00:00.000Z,,Bike Lane
663,3405,2.85, ,Route,Venice Blvd,Arlington Ave,Figueroa St,15055.1703789,2005-01-01T00:00:00.000Z,,Bike Route
664,3406,0.3, ,Lane,Avalon Blvd,Water St,Harry Bridges Blvd,1757.5827051,2015-02-21T00:00:00.000Z,,Bike Lane
665,3407,0.5, ,Lane,Slauson Ave,Angeles Vista Blvd,200' E/O Alviso Ave,2585.95512978,2015-08-01T00:00:00.000Z,,Bike Lane
666,3408,0.4, ,Lane,Devonshire St,Haskell Ave,Sepulveda Blvd,2670.15747769,2015-04-23T00:00:00.000Z,,Bike Lane
667,3409,1.1, ,Lane,Clybourn Ave,Victory Blvd,Chandler St,5910.48632395,2015-02-27T00:00:00.000Z,,Bike Lane
668,3410,0.6, ,Lane,Bledsoe St,"""Little"" San Fernando",200'E/O De Foe Ave,3303.79250137,2015-03-18T00:00:00.000Z,,Bike Lane
669,3411,0.3, ,Cycletrack,Reseda Blvd,Gresham St,Nordhoff St,1720.18687115,2015-06-24T00:00:00.000Z,,Cycletrack
670,3412,0.2,Backbone,Lane,Reseda Blvd,Devonshire St,Nordhoff St,7924.28832575,2010-09-19T00:00:00.000Z,,Bike Lane
671,3413,0.1,Backbone,Lane,Reseda Blvd,Gresham St,Parthenia St,919.95889137,2010-09-19T00:00:00.000Z,,Bike Lane
672,3414,1.2, ,Lane,Vineland Ave,Ventura Blvd (S/B)/Moorpark St (N/B),Chandler Blvd,16551.5403619,2015-08-28T00:00:00.000Z,,Bike Lane
673,3415,0.5, ,Lane,Louise Ave,Lassent St,Plummer St,2639.75300611,2015-09-05T00:00:00.000Z,,Bike Lane
674,3416,0.5, ,Lane,Edgemont Ave,Melrose Ave,Santa Monica Blvd,2645.65694458,2015-10-01T00:00:00.000Z,,Bike Lane
675,3417,0.75, ,Sharrowed Route,Edgemont Ave,Santa Monica Blvd,Hollywood,3974.27736869,2013-04-21T00:00:00.000Z,,Sharrowed Bike Route
676,3418,1.2, ,Lane,Pacific Ave,15th St,O'Farrell St,5611.19180514,2015-09-22T00:00:00.000Z,,Bike Lane
677,3420,1.9,BEN,Lane,Imperial Highway,Broadway,Compton Ave,9987.93046449,2016-03-21T00:00:00.000Z,,Bike Lane
678,1970,0.4, ,Lane,Ohio Ave,Centinela Ave,Santa Monica Blvd,2139.88146472,2012-08-17T00:00:00.000Z,,Bike Lane
