X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
-118.310599055730023,34.098110966712113,143649546,HSIP Freedom PropaneLocations,34177,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Orchard Supply Hardware Store Number 5667,5525 Sunset Blvd,,Hollywood,CA,,,,,,,49110,,90028,http://egis3.lacounty.gov/lms/?p=49110,publish,34.098111,-118.310599,2010-11-01T19:50:56.000Z,,6467637.84708413,1858230.14569281
-118.344132056283627,34.094635966703969,143649547,HSIP Freedom PropaneLocations,34178,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Fountain Shell Inc,1309 N La Brea Ave,,Hollywood,CA,,,,,,,49111,,90028,http://egis3.lacounty.gov/lms/?p=49111,publish,34.094636,-118.344132,2010-11-01T19:50:56.000Z,,6457481.58688489,1856998.59795906
-118.352580056619971,34.131998967061669,143649548,HSIP Freedom PropaneLocations,34179,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Good Service Mobil,3420 Cahuenga Blvd,,Hollywood,CA,,,,,,,49112,,90068,http://egis3.lacounty.gov/lms/?p=49112,publish,34.131999,-118.35258,2010-11-01T19:50:56.000Z,,6454971.59026447,1870604.46871315
-118.346801056719329,34.128030967123088,143649549,HSIP Freedom PropaneLocations,34180,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Universal Gas Co,3167 Cahuenga Blvd,,Los Angeles,CA,,,,,,,49113,,90068,http://egis3.lacounty.gov/lms/?p=49113,publish,34.128031,-118.346801,2010-11-01T19:50:56.000Z,,6456715.45816781,1869154.36498606
-118.222213056712164,34.083990967253641,143649550,HSIP Freedom PropaneLocations,34181,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Socal Gas Petroleum,2600 N Figueroa,,Los Angeles,CA,,,,,,,49114,,90065,http://egis3.lacounty.gov/lms/?p=49114,publish,34.083991,-118.222213,2010-11-01T19:50:56.000Z,,6494384.90776314,1853020.70598048
-118.224474056638712,34.082339967277974,143649551,HSIP Freedom PropaneLocations,34182,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Home Depot Store Number 6689 W,2055 N Figueroa St,,Los Angeles,CA,,,,,,,49115,,90065,http://egis3.lacounty.gov/lms/?p=49115,publish,34.08234,-118.224474,2010-11-01T19:50:56.000Z,,6493698.9432558,1852421.39845206
-118.175585056662413,34.087151967086463,143649552,HSIP Freedom PropaneLocations,34183,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Truserv - Newland True Value Store Number 8377-4,4938 Huntington Dr So,,Los Angeles,CA,,,,,,,49116,,90032,http://egis3.lacounty.gov/lms/?p=49116,publish,34.087152,-118.175585,2010-11-01T19:50:56.000Z,,6508505.71744797,1854143.11482489
-118.163671056886784,34.089737966661573,143649553,HSIP Freedom PropaneLocations,34184,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,El Sereno Ranch,5392 Poplar Blvd,,Los Angeles,CA,,,,,,,49117,,90032,http://egis3.lacounty.gov/lms/?p=49117,publish,34.089738,-118.163671,2010-11-01T19:50:56.000Z,,6512114.63411464,1855078.12017272
-118.090066056403032,34.127080967301609,143649554,HSIP Freedom PropaneLocations,34185,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Benzeen Inc,4590 Huntington Dr,,Los Angeles,CA,,,,,,,49118,,91108,http://egis3.lacounty.gov/lms/?p=49118,publish,34.127081,-118.090066,2010-11-01T19:50:56.000Z,,6534412.64890172,1868639.80171072
-118.200342056324018,34.105920967167805,143649555,HSIP Freedom PropaneLocations,34186,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Abdul'S Shell,5137 N Figueroa,,Highland Park,CA,,,,,,,49119,,90042,http://egis3.lacounty.gov/lms/?p=49119,publish,34.105921,-118.200342,2010-11-01T19:50:56.000Z,,6501023.2770323,1860987.50992873
-118.18449605662822,34.105868966794176,143649556,HSIP Freedom PropaneLocations,34187,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,H & T Unocal 76 Store Number 2,475 S Ave 60,,Los Angeles,CA,,,,,,,49120,,90042,http://egis3.lacounty.gov/lms/?p=49120,publish,34.105869,-118.184496,2010-11-01T19:50:56.000Z,,6505820.09978773,1860959.40368573
-118.141960056847751,34.084034967233492,143649557,HSIP Freedom PropaneLocations,34188,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Home Depot Store Number 6610 W,500 S Marengo Ave,,Alhambra,CA,,,,,,,49121,,91803,http://egis3.lacounty.gov/lms/?p=49121,publish,34.084035,-118.14196,2010-11-01T19:50:56.000Z,,6518685.27386047,1852992.69947481
-118.150483056797867,34.153446966964232,143649558,HSIP Freedom PropaneLocations,34189,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Orchard Supply Hardware Store Number 5657,Out452 Fair Oaks Ave,,Pasadena (S),CA,,,,,,,49122,,91103,http://egis3.lacounty.gov/lms/?p=49122,publish,34.153447,-118.150483,2010-11-01T19:50:56.000Z,,6516142.3530933,1878256.73949781
-118.179807056961849,34.117329966565514,143649559,HSIP Freedom PropaneLocations,34190,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Shell - Hadi'S,405 N Ave 64,,Los Angeles,CA,,,,,,,49123,,90042,http://egis3.lacounty.gov/lms/?p=49123,publish,34.11733,-118.179807,2010-11-01T19:50:56.000Z,,6507247.00277381,1865127.69587407
-118.39070905627807,34.031771966414965,143649560,HSIP Freedom PropaneLocations,34191,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Mobil - National & Robertson,3071 S Robertson Blvd,,Los Angeles,CA,,,,,,,49124,,90034,http://egis3.lacounty.gov/lms/?p=49124,publish,34.031772,-118.390709,2010-11-01T19:50:56.000Z,,6443291.16775922,1834172.89393865
-118.402674055611769,34.030099966660224,143649561,HSIP Freedom PropaneLocations,34192,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,A&A Union 76,9930 National Blvd,,Los Angeles,CA,,,,,,,49125,,90034,http://egis3.lacounty.gov/lms/?p=49125,publish,34.0301,-118.402674,2010-11-01T19:50:56.000Z,,6439663.52803288,1833578.73174115
-118.37894405661757,34.14998496626842,143649562,HSIP Freedom PropaneLocations,34193,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,El Prena Gas Station,4388 Tujunga Ave,,Studio City,CA,,,,,,,49126,,91604,http://egis3.lacounty.gov/lms/?p=49126,publish,34.149985,-118.378944,2010-11-01T19:50:56.000Z,,6447017.95558122,1877178.88830706
-118.395477056667858,34.143518966202656,143649563,HSIP Freedom PropaneLocations,34194,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Long'S Drugs Store Number 527,12100 Ventura Blvd,,Studio City,CA,,,,,,,49127,,91604,http://egis3.lacounty.gov/lms/?p=49127,publish,34.143519,-118.395477,2010-11-01T19:50:56.000Z,,6442006.5387668,1874845.07998256
-118.491110056346571,34.04841496701065,143649564,HSIP Freedom PropaneLocations,34195,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Fawcett 76 Service,13060 San Vicente Blvd,,Brentwood,CA,,,,,,,49128,,90049,http://egis3.lacounty.gov/lms/?p=49128,publish,34.048415,-118.49111,2010-11-01T19:50:56.000Z,,6412900.9296553,1840362.97046922
-118.469543055869025,34.077848966483693,143649565,HSIP Freedom PropaneLocations,34196,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Bel-Air Oil Dba Belair 76,800 N Sepulveda Blvd,,Bel-Air,CA,,,,,,,49129,,90049,http://egis3.lacounty.gov/lms/?p=49129,publish,34.077849,-118.469543,2010-11-01T19:50:56.000Z,,6419484.09660706,1851043.23421365
-118.396088055610662,33.887569967109947,143649566,HSIP Freedom PropaneLocations,34197,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Manhattan Beach Shell,1129 N Sepulveda Blvd,,Manhattan Beach,CA,,,,,,,49130,,90266,http://egis3.lacounty.gov/lms/?p=49130,publish,33.88757,-118.396088,2010-11-01T19:50:56.000Z,,6441454.62943755,1781701.45262189
-118.379502056066286,33.887442966804173,143649567,HSIP Freedom PropaneLocations,34198,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Exxon Mobil Store Number 10323,1865 Manhattan Beach Blvd,,Manhattan Beach,CA,,,,,,,49131,,90266,http://egis3.lacounty.gov/lms/?p=49131,publish,33.887443,-118.379502,2010-11-01T19:50:56.000Z,,6446488.40677156,1781635.81364556
-118.327416056260532,33.859028967110142,143649568,HSIP Freedom PropaneLocations,34199,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Crenshaw Shell,18910 Crenshaw Blvd,,Torrance,CA,,,,,,,49132,,90504,http://egis3.lacounty.gov/lms/?p=49132,publish,33.859029,-118.327416,2010-11-01T19:50:56.000Z,,6462263.18657364,1771239.73371598
-118.343899055981211,33.877214967550394,143649569,HSIP Freedom PropaneLocations,34200,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Redondo Service Inc,4000 Redondo Beach Blvd,,Torrance,CA,,,,,,,49133,,90504,http://egis3.lacounty.gov/lms/?p=49133,publish,33.877215,-118.343899,2010-11-01T19:50:56.000Z,,6457281.42619596,1777874.73783439
-118.367131056380103,33.89893096671004,143649570,HSIP Freedom PropaneLocations,34201,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Home Depot Store Number 620 W,14603 Oceangate,,Hawthorne,CA,,,,,,,49134,,90250,http://egis3.lacounty.gov/lms/?p=49134,publish,33.898931,-118.367131,2010-11-01T19:50:56.000Z,,6450258.35789305,1785802.5956663
-118.343794055858439,33.902434966673269,143649571,HSIP Freedom PropaneLocations,34202,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Walgreens Store Number 9137,14250 Prairie Ave,,Hawthorne,CA,,,,,,,49135,,90250,http://egis3.lacounty.gov/lms/?p=49135,publish,33.902435,-118.343794,2010-11-01T19:50:56.000Z,,6457344.68952088,1787052.73161748
-118.324336056388447,33.923713967437891,143649572,HSIP Freedom PropaneLocations,34203,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Lowe'S Store Number 1555,2800 E 120Th St,,Hawthorne,CA,,,,,,,49136,,90250,http://egis3.lacounty.gov/lms/?p=49136,publish,33.923714,-118.324336,2010-11-01T19:50:56.000Z,,6463274.26165122,1794776.98454164
-118.361346056050735,33.887561967470887,143649573,HSIP Freedom PropaneLocations,34204,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Los Angeles Gas Company Inc,3601 Inglewood Ave,,Redondo Beach,CA,,,,,,,49137,,90278,http://egis3.lacounty.gov/lms/?p=49137,publish,33.887562,-118.361346,2010-11-01T19:50:56.000Z,,6451999.03092089,1781658.81359956
-118.352731056145899,33.86597296710606,143649574,HSIP Freedom PropaneLocations,34205,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Ralph'S Store Number 120,1413 Hawthorne Blvd,,Redondo Beach,CA,,,,,,,49138,,90278,http://egis3.lacounty.gov/lms/?p=49138,publish,33.865973,-118.352731,2010-11-01T19:50:56.000Z,,6454586.16879122,1773792.8145678
-118.368231056397946,33.872776967280124,143649575,HSIP Freedom PropaneLocations,34206,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Truserv - Kurt True Value Store Number 8531-6,2404 Artesia Blvd,,Redondo Beach,CA,,,,,,,49139,,90278,http://egis3.lacounty.gov/lms/?p=49139,publish,33.872777,-118.368231,2010-11-01T19:50:56.000Z,,6449889.67851231,1776285.81548731
-118.377702055762228,33.816132967403647,143649576,HSIP Freedom PropaneLocations,34207,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Long'S Drugs Store Number 544,1880 S Pacific Coast,,Redondo Beach,CA,,,,,,,49140,,90277,http://egis3.lacounty.gov/lms/?p=49140,publish,33.816133,-118.377702,2010-11-01T19:50:56.000Z,,6446937.20508656,1755682.43412198
-118.381762055844774,33.854215967254753,143649577,HSIP Freedom PropaneLocations,34208,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Redondo Shell,1200 Beryl St,,Redondo Beach,CA,,,,,,,49141,,90277,http://egis3.lacounty.gov/lms/?p=49141,publish,33.854216,-118.381762,2010-11-01T19:50:56.000Z,,6445756.5568573,1769546.38113156
-118.385532055548111,33.839293966988492,143649578,HSIP Freedom PropaneLocations,34209,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Bob Lee 76,247 S Pacific Coast H,,Redondo Beach,CA,,,,,,,49142,,90277,http://egis3.lacounty.gov/lms/?p=49142,publish,33.839294,-118.385532,2010-11-01T19:50:56.000Z,,6444591.0552513,1764120.29552706
-118.350967055474769,33.816773967413596,143649579,HSIP Freedom PropaneLocations,34210,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Hawthorne Shell,23140 Hawthorne Blvd,,Torrance,CA,,,,,,,49143,,90505,http://egis3.lacounty.gov/lms/?p=49143,publish,33.816774,-118.350967,2010-11-01T19:50:56.000Z,,6455059.17670347,1755886.27393739
-118.362120056130635,33.858215967172988,143649580,HSIP Freedom PropaneLocations,34211,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Hows Market Store Number 5,4848 W 190Th St,,Torrance,CA,,,,,,,49144,,90503,http://egis3.lacounty.gov/lms/?p=49144,publish,33.858216,-118.36212,2010-11-01T19:50:56.000Z,,6451725.64301622,1770980.00392048
-118.842661054694574,34.030553966766625,143649581,HSIP Freedom PropaneLocations,34212,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Hows Market Store Number 4,30745 Pacific Coast Hwy,,Malibu,CA,,,,,,,49145,,90265,http://egis3.lacounty.gov/lms/?p=49145,publish,34.030554,-118.842661,2010-11-01T19:50:56.000Z,,6306354.89734097,1834569.75928664
-118.637342055887146,34.037126966697365,143649582,HSIP Freedom PropaneLocations,34213,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Ace - Ace Store Number 4560-Malibu Plumbing,21249 Pacific Coast Hwy,,Malibu,CA,,,,,,,49146,,90265,http://egis3.lacounty.gov/lms/?p=49146,publish,34.037127,-118.637342,2010-11-01T19:50:56.000Z,,6368578.10918039,1836503.77740023
-118.041663056490492,33.890675967131934,143649583,HSIP Freedom PropaneLocations,34214,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Am/Pm Store Number 6189,13460 E Firestone Blvd,,Santa Fe Springs,CA,,,,,,,49147,,90670,http://egis3.lacounty.gov/lms/?p=49147,publish,33.890676,-118.041663,2010-11-01T19:50:56.000Z,,6549025.73253639,1782597.56992415
-118.10146405627016,33.88743796730634,143649584,HSIP Freedom PropaneLocations,34225,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Home Depot Store Number 608 W,10930 Alondra Blvd,,Cerritos,CA,,,,,,,49148,,90703,http://egis3.lacounty.gov/lms/?p=49148,publish,33.887438,-118.101464,2010-11-01T19:50:56.000Z,,6530875.11791906,1781432.10604773
-118.062046056560391,33.870472966936362,143649585,HSIP Freedom PropaneLocations,34226,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Walmart Store Number 2082,12701 Towne Center Dr,,Cerritos,CA,,,,,,,49149,,90703,http://egis3.lacounty.gov/lms/?p=49149,publish,33.870473,-118.062046,2010-11-01T19:50:56.000Z,,6542835.01394673,1775248.40417631
-118.082569056168609,33.900137967404198,143649586,HSIP Freedom PropaneLocations,34233,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Food Basket,14407 Pioneer Blvd,,Norwalk,CA,,,,,,,49150,,90650,http://egis3.lacounty.gov/lms/?p=49150,publish,33.900138,-118.082569,2010-11-01T19:50:56.000Z,,6536613.71110064,1786048.68474106
-118.098413056834644,33.901998967183339,143649587,HSIP Freedom PropaneLocations,34234,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Norwalk True Value,11056 E Rosecrans Ave,,Norwalk,CA,,,,,,,49151,,90650,http://egis3.lacounty.gov/lms/?p=49151,publish,33.901999,-118.098413,2010-11-01T19:50:56.000Z,,6531806.31061047,1786730.27392906
-118.046624056830908,33.896352967274993,143649588,HSIP Freedom PropaneLocations,34235,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Lowe'S Store Number 56,14873 Carmenita Rd,,Norwalk,CA,,,,,,,49152,,90650,http://egis3.lacounty.gov/lms/?p=49152,publish,33.896353,-118.046624,2010-11-01T19:50:56.000Z,,6547521.04164813,1784664.22523965
-118.083284057022112,33.917182967707717,143649589,HSIP Freedom PropaneLocations,34236,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Walmart Store Number 5164,11729 Imperial Hwy,,Norwalk,CA,,,,,,,49153,,90650,http://egis3.lacounty.gov/lms/?p=49153,publish,33.917183,-118.083284,2010-11-01T19:50:56.000Z,,6536401.87425397,1792251.93086472
-118.101410056711359,33.917194966888182,143649590,HSIP Freedom PropaneLocations,34237,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Food 4 Less Store Number 366,10901 Imperial Hwy,,Norwalk,CA,,,,,,,49154,,90650,http://egis3.lacounty.gov/lms/?p=49154,publish,33.917195,-118.10141,2010-11-01T19:50:56.000Z,,6530902.43216889,1792261.34980914
-118.125204056152484,33.79448896758803,143649591,HSIP Freedom PropaneLocations,34238,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Sears Retail Store Number 1209,2100 N Bellflower Blvd,,Long Beach,CA,,,,,,,49155,,90815,http://egis3.lacounty.gov/lms/?p=49155,publish,33.794489,-118.125204,2010-11-01T19:50:56.000Z,,6523627.69048481,1747613.73175548
-118.1251320567618,33.808982967182978,143649592,HSIP Freedom PropaneLocations,34239,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Kmart Store Number 9328,2900 Bellflower Blvd,,Long Beach,CA,,,,,,,49156,,90815,http://egis3.lacounty.gov/lms/?p=49156,publish,33.808983,-118.125132,2010-11-01T19:50:56.000Z,,6523656.1333413,1752888.46234773
-118.125135056720026,33.807464967463588,143649593,HSIP Freedom PropaneLocations,34240,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Lowe'S Store Number 785,2840 Bellflower Blvd,,Long Beach,CA,,,,,,,49157,,90815,http://egis3.lacounty.gov/lms/?p=49157,publish,33.807465,-118.125135,2010-11-01T19:50:56.000Z,,6523654.53426313,1752336.02283581
-118.16750505642203,33.80161196707914,143649594,HSIP Freedom PropaneLocations,34241,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Home Depot Store Number 648 W,2450 Cherry Ave,,Signal Hill,CA,,,,,,,49158,,90755,http://egis3.lacounty.gov/lms/?p=49158,publish,33.801612,-118.167505,2010-11-01T19:50:56.000Z,,6510779.06165455,1750224.69667789
-118.189213056129475,33.79733296747785,143649595,HSIP Freedom PropaneLocations,34242,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Am Market,2202 Long Beach Blvd,,Long Beach,CA,,,,,,,49159,,90806,http://egis3.lacounty.gov/lms/?p=49159,publish,33.797333,-118.189213,2010-11-01T19:50:56.000Z,,6504180.8258353,1748679.15678997
-118.107240056920205,34.121660966738155,143649596,HSIP Freedom PropaneLocations,34243,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Unified Valero,2155 Huntington Dr,,San Marino,CA,,,,,,,49160,,91108,http://egis3.lacounty.gov/lms/?p=49160,publish,34.121661,-118.10724,2010-11-01T19:50:56.000Z,,6529212.98705697,1866672.46542232
-118.301264056477976,34.170157966297651,143649597,HSIP Freedom PropaneLocations,34244,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Home Depot Store Number 6654,1200 S Flower St,,Burbank,CA,,,,,,,49161,,91502,http://egis3.lacounty.gov/lms/?p=49161,publish,34.170158,-118.301264,2010-11-01T19:50:56.000Z,,6470542.54993613,1884440.65593573
-118.324611056628299,34.188739967026251,143649598,HSIP Freedom PropaneLocations,34245,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Sears Retail Store Number 1922,1301 N Victory Pl,,Burbank,CA,,,,,,,49162,,91502,http://egis3.lacounty.gov/lms/?p=49162,publish,34.18874,-118.324611,2010-11-01T19:50:56.000Z,,6463502.29925288,1891224.93337764
-118.319666056842465,34.179875966891089,143649599,HSIP Freedom PropaneLocations,34246,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Orchard Supply Hardware Store Number 5658,641 N Victory Bouleva,,Burbank,CA,,,,,,,49163,,91502,http://egis3.lacounty.gov/lms/?p=49163,publish,34.179876,-118.319666,2010-11-01T19:50:56.000Z,,6464987.48985206,1887994.38701722
-118.256809056183613,34.163758966478269,143649600,HSIP Freedom PropaneLocations,34247,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Ralph'S Store Number 97,1200 N Central,,Glendale,CA,,,,,,,49164,,91202,http://egis3.lacounty.gov/lms/?p=49164,publish,34.163759,-118.256809,2010-11-01T19:50:56.000Z,,6483983.52994388,1882074.62293814
-118.264001056494777,34.157690966618162,143649601,HSIP Freedom PropaneLocations,34248,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,American Pacific,800 N Pacific Ave,,Glendale,CA,,,,,,,49165,,91203,http://egis3.lacounty.gov/lms/?p=49165,publish,34.157691,-118.264001,2010-11-01T19:50:56.000Z,,6481802.0969708,1879872.01120165
-118.557734055662763,34.378880966134531,143649602,HSIP Freedom PropaneLocations,34249,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Valencia Chevron,24137 Lyons Ave,,Newhall,CA,,,,,,,49166,,91321,http://egis3.lacounty.gov/lms/?p=49166,publish,34.378881,-118.557734,2010-11-01T19:50:56.000Z,,6393386.35024622,1960729.12507765
-118.563100056205158,34.378221965930479,143649603,HSIP Freedom PropaneLocations,34250,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Freeway Chevron,24518 Lyons Ave,,Newhall,CA,,,,,,,49167,,91321,http://egis3.lacounty.gov/lms/?p=49167,publish,34.378222,-118.5631,2010-11-01T19:50:56.000Z,,6391765.95092797,1960498.33256023
-118.522456055952489,34.374847966033549,143649604,HSIP Freedom PropaneLocations,34251,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Newhall Chevron,24020 San Fernando Rd,,Newhall,CA,,,,,,,49168,,91321,http://egis3.lacounty.gov/lms/?p=49168,publish,34.374848,-118.522456,2010-11-01T19:50:56.000Z,,6404022.98350047,1959204.26362605
-118.555795056383573,34.378805966326603,143649605,HSIP Freedom PropaneLocations,34252,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,American Gas Company,24062 Lyons Ave,,Newhall,CA,,,,,,,49169,,91321,http://egis3.lacounty.gov/lms/?p=49169,publish,34.378806,-118.555795,2010-11-01T19:50:56.000Z,,6393971.24376146,1960698.59101798
-118.463993056555623,34.405119966145008,143649606,HSIP Freedom PropaneLocations,34253,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Exxon Mobil Store Number 12746,18755 Via Princessa,,Santa Clarita,CA,,,,,,,49170,,91387,http://egis3.lacounty.gov/lms/?p=49170,publish,34.40512,-118.463993,2010-11-01T19:50:56.000Z,,6421714.49240872,1970134.16729115
-118.574667056288135,34.442442965968517,143649607,HSIP Freedom PropaneLocations,34254,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Home Depot Store Number 1055 W,28033 Newhall Ranch Rd,,Santa Clarita,CA,,,,,,,49171,,91355,http://egis3.lacounty.gov/lms/?p=49171,publish,34.442443,-118.574667,2010-11-01T19:50:56.000Z,,6388409.48815273,1983889.02757664
-118.543739056669708,34.422934966420499,143649608,HSIP Freedom PropaneLocations,34255,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Kmart Store Number 3018,23222 W Valencia Blvd,,Valencia,CA,,,,,,,49172,,91355,http://egis3.lacounty.gov/lms/?p=49172,publish,34.422935,-118.543739,2010-11-01T19:50:56.000Z,,6397695.71531513,1976737.8893199
-118.57471805646783,34.445064965991222,143649609,HSIP Freedom PropaneLocations,34256,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Walmart Store Number 5162,27931 Kelly Johnson Pkwy,,Santa Clarita (W),CA,,,,,,,49173,,91355,http://egis3.lacounty.gov/lms/?p=49173,publish,34.445065,-118.574718,2010-11-01T19:50:56.000Z,,6388399.56756888,1984843.30093056
-118.571115056268269,34.382943966204969,143649610,HSIP Freedom PropaneLocations,34257,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Walmart Store Number 2297,25450 The Old Rd,,Stevenson Ranch,CA,,,,,,,49174,,91381,http://egis3.lacounty.gov/lms/?p=49174,publish,34.382944,-118.571115,2010-11-01T19:50:56.000Z,,6389357.37142755,1962230.37765256
-118.522661056178634,34.257415966451745,143649611,HSIP Freedom PropaneLocations,34258,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Kt Family Service Station,17836 Devonshire St,,Northridge,CA,,,,,,,49175,,91325,http://egis3.lacounty.gov/lms/?p=49175,publish,34.257416,-118.522661,2010-11-01T19:50:56.000Z,,6403738.91549905,1916469.45769164
-118.566505056367973,34.275109966265134,143649612,HSIP Freedom PropaneLocations,34259,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Walmart Store Number 2526,19821 Rinaldi St,,Porter Ranch,CA,,,,,,,49176,,91326,http://egis3.lacounty.gov/lms/?p=49176,publish,34.27511,-118.566505,2010-11-01T19:50:56.000Z,,6390527.08824822,1922980.30064106
-118.485470055665061,34.228357966091842,143649613,HSIP Freedom PropaneLocations,34260,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Food 4 Less Store Number 354,16208 Parthenia St,,North Hills,CA,,,,,,,49177,,91343,http://egis3.lacounty.gov/lms/?p=49177,publish,34.228358,-118.48547,2010-11-01T19:50:56.000Z,,6414925.68118322,1905838.49338931
-118.467445055769431,34.235518966534272,143649614,HSIP Freedom PropaneLocations,34261,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Nick Dawud'S Mobil,9100 Sepulveda Blvd,,North Hills,CA,,,,,,,49178,,91343,http://egis3.lacounty.gov/lms/?p=49178,publish,34.235519,-118.467445,2010-11-01T19:50:56.000Z,,6420386.23719122,1908418.65686415
